Uniprot_ID,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1OWK,X-ray,2.80 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1SC8,X-ray,2.40 A,U=164-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1SQA,X-ray,2.00 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1SQO,X-ray,1.84 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1SQT,X-ray,1.90 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1U6Q,X-ray,2.02 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1URK,NMR,,A=26-155
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1VJ9,X-ray,2.40 A,U=164-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1VJA,X-ray,2.00 A,U=164-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1W0Z,X-ray,1.90 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1W10,X-ray,2.00 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1W11,X-ray,2.00 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1W12,X-ray,2.40 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1W13,X-ray,2.00 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1W14,X-ray,2.20 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2FD6,X-ray,1.90 A,A=31-152
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2I9A,X-ray,1.90 A,A/B/C/D=21-163
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2I9B,X-ray,2.80 A,A/B/C/D=21-163
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2NWN,X-ray,2.15 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2O8T,X-ray,1.45 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2O8U,X-ray,1.70 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2O8W,X-ray,1.86 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2R2W,X-ray,2.01 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2VIN,X-ray,1.90 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2VIO,X-ray,1.80 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2VIP,X-ray,1.72 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2VIQ,X-ray,2.00 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2VIV,X-ray,1.72 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2VIW,X-ray,2.05 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2VNT,X-ray,2.20 A,A/B/C/D/E/F=156-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3BT1,X-ray,2.80 A,A=21-153
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3BT2,X-ray,2.50 A,A=21-153
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3IG6,X-ray,1.83 A,"A/C=156-178, B/D=179-431"
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3KGP,X-ray,2.35 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3KHV,X-ray,2.35 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3KID,X-ray,2.71 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3M61,X-ray,1.68 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3MHW,X-ray,1.45 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3MWI,X-ray,2.03 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3OX7,X-ray,1.58 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3OY5,X-ray,2.31 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3OY6,X-ray,2.31 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3PB1,X-ray,2.30 A,E=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3QN7,X-ray,1.90 A,A=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3U73,X-ray,3.19 A,A=21-152
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4DVA,X-ray,1.94 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4DW2,X-ray,2.97 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FU7,X-ray,2.00 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FU8,X-ray,2.20 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FU9,X-ray,1.60 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUB,X-ray,1.90 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUC,X-ray,1.72 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUD,X-ray,2.00 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUE,X-ray,2.00 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUF,X-ray,2.00 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUG,X-ray,1.80 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUH,X-ray,1.60 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUI,X-ray,2.00 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4FUJ,X-ray,2.05 A,A=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4GLY,X-ray,1.52 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4H42,X-ray,2.01 A,U=179-426
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4JK5,X-ray,1.55 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4JK6,X-ray,2.20 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4K24,X-ray,4.50 A,A=21-153
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4MNV,X-ray,1.80 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4MNW,X-ray,1.49 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4MNX,X-ray,1.85 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4MNY,X-ray,1.70 A,A/B=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4OS1,X-ray,2.20 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4OS2,X-ray,1.79 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4OS4,X-ray,2.00 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4OS5,X-ray,2.26 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4OS6,X-ray,1.75 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4OS7,X-ray,2.00 A,A=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4X0W,X-ray,2.10 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4X1N,X-ray,1.80 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4X1P,X-ray,1.60 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4X1Q,X-ray,2.28 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4X1R,X-ray,2.10 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4X1S,X-ray,1.90 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4XSK,X-ray,1.50 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4ZHL,X-ray,2.06 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4ZHM,X-ray,1.90 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4ZKN,X-ray,1.36 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4ZKO,X-ray,1.29 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4ZKR,X-ray,1.36 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4ZKS,X-ray,1.85 A,U=179-425
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5HGG,X-ray,1.97 A,A/B=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5WXF,X-ray,1.46 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5WXO,X-ray,1.64 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5WXP,X-ray,1.75 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5WXQ,X-ray,1.79 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5WXR,X-ray,1.75 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5WXS,X-ray,2.30 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5WXT,X-ray,2.10 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5XG4,X-ray,3.00 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5YC6,X-ray,1.18 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5YC7,X-ray,2.00 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5Z1C,X-ray,1.45 A,U=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZA7,X-ray,1.70 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZA8,X-ray,1.90 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZA9,X-ray,1.62 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZAE,X-ray,1.73 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZAF,X-ray,1.65 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZAG,X-ray,1.95 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZAH,X-ray,2.98 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZAJ,X-ray,1.65 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5ZC5,X-ray,1.90 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6AG2,X-ray,1.77 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6AG3,X-ray,2.48 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6AG7,X-ray,1.90 A,U=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6AG9,X-ray,1.63 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6JYP,X-ray,2.25 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6JYQ,X-ray,1.75 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6L04,X-ray,2.21 A,U=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6L05,X-ray,2.49 A,U=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6NMB,X-ray,2.30 A,A/B/C/D=162-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",6XVD,X-ray,1.40 A,U=179-431
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",7DZD,X-ray,2.00 A,U=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",7VM4,X-ray,2.01 A,U=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",7VM5,X-ray,1.97 A,U=179-424
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",7VM6,X-ray,1.79 A,U=179-426
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",7VM7,X-ray,1.87 A,U=179-423
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1GJA,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1KDU,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1LMW,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",1URK,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2FD6,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2I9A,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",2I9B,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3BT1,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3KHV,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",3U73,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4DW2,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",4XSK,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5HGG,,,
P00749,PLAU,,"B4DPZ2, Q15844, Q16618, Q53XS3, Q5SWW9, Q969W6",5YC6,,,
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",1WJQ,NMR,,A=469-562
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",1WJS,NMR,,A=258-371
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",3UT1,X-ray,2.05 A,A=228-551
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",4FL6,X-ray,2.55 A,A/B=229-553
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",4L59,X-ray,2.29 A,A=228-544
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",7RTE,X-ray,2.06 A,D=56-69
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",7RTI,X-ray,2.05 A,D=56-69
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",1WJQ,,,
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",3UT1,,,
Q96JM7,L3MBTL3,"KIAA1798, MBT1","Q4VXE1, Q5VUM9, Q6P9B5",4L59,,,
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",3B0W,X-ray,2.20 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",3KYT,X-ray,2.35 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",3L0J,X-ray,2.40 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",3L0L,X-ray,1.74 A,A/B=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4NB6,X-ray,2.85 A,A/B=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4NIE,X-ray,2.01 A,A/B=263-509
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4QM0,X-ray,2.20 A,A/C=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4S14,X-ray,3.54 A,A=262-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4WLB,X-ray,1.70 A,A/B=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4WPF,X-ray,2.20 A,A/D=262-509
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4WQP,X-ray,1.99 A,"A/B=262-507, P=480-492"
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4XT9,X-ray,2.25 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4YMQ,X-ray,2.00 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4YPQ,X-ray,2.32 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4ZJR,X-ray,2.70 A,A/B/C/D=265-487
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4ZJW,X-ray,2.50 A,A/B=265-487
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",4ZOM,X-ray,2.27 A,A/B/C/D=265-487
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5APH,X-ray,1.54 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5APJ,X-ray,2.08 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5APK,X-ray,2.10 A,"A/B=265-507, D=480-492"
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5AYG,X-ray,2.60 A,A/B=261-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5C4O,X-ray,2.24 A,A=267-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5C4S,X-ray,2.23 A,A=267-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5C4T,X-ray,1.77 A,A=267-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5C4U,X-ray,2.08 A,A=267-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5EJV,X-ray,2.58 A,A/B=259-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5ETH,X-ray,2.80 A,A/B=267-487
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5G42,X-ray,1.72 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5G43,X-ray,2.58 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5G44,X-ray,1.84 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5G45,X-ray,2.07 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5G46,X-ray,1.76 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5IXK,X-ray,2.35 A,A/B=268-487
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5IZ0,X-ray,2.63 A,A/B/D/G=259-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5K38,X-ray,2.05 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5K3L,X-ray,2.75 A,A/B/C/D=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5K3M,X-ray,2.89 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5K3N,X-ray,2.67 A,A/B/C/D=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5K6E,X-ray,2.80 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5K74,X-ray,2.75 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5LWP,X-ray,2.40 A,A=265-506
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5M96,X-ray,1.77 A,A/B=263-491
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NI5,X-ray,2.30 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NI7,X-ray,2.45 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NI8,X-ray,1.94 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NIB,X-ray,1.82 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NTI,X-ray,2.40 A,A/B/C/D=263-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NTK,X-ray,1.90 A,A/B=263-491
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NTN,X-ray,1.90 A,A/B/C/D=263-518
